property_type,place_with_parent_names,lat-lon,price,currency,surface_covered_in_m2
house,|Álvaro Obregón|Distrito Federal|México|,"19.3472426513,-99.1838417575",2000000,USD,619
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.452419,-99.175058",980000,MXN,85
apartment,|Tlalpan|Distrito Federal|México|,"19.287188,-99.170525",1300000,MXN,50
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.4152179,-99.1790121",4705400,MXN,
apartment,|Azcapotzalco|Distrito Federal|México|,"19.475187,-99.175019",839000,MXN,60
house,|Gustavo A. Madero|Distrito Federal|México|,"19.508795,-99.125714",5420000,MXN,370
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.438042,-99.188619",9200000,MXN,100
apartment,|Benito Juárez|Distrito Federal|México|,"19.367931,-99.170262",2290000,MXN,120
apartment,|Benito Juárez|Distrito Federal|México|,"19.367424,-99.185753",2700000,MXN,81
apartment,|Iztapalapa|Distrito Federal|México|,"19.314895,-99.09423",1150000,MXN,101
store,|Benito Juárez|Quintana Roo|México|,"21.1579193,-86.8238997",4000000,MXN,280
apartment,|Tlalpan|Distrito Federal|México|,"19.273716,-99.186416",882000,MXN,76
apartment,|Benito Juárez|Distrito Federal|México|,"19.365391,-99.18956",2656000,MXN,64
apartment,|Benito Juárez|Distrito Federal|México|,"19.396862,-99.172659",1648000,MXN,75
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.3317863,-99.244927",2744460,MXN,
apartment,|Iztapalapa|Distrito Federal|México|,"19.346609,-99.072311",361209,MXN,43
apartment,|Benito Juárez|Distrito Federal|México|,"23.634501,-102.552788",3200000,MXN,100
apartment,|Iztacalco|Distrito Federal|México|,"19.410307,-99.065399",849000,MXN,46
apartment,|Solidaridad|Quintana Roo|México|,,190000,USD,146
apartment,|Benito Juárez|Distrito Federal|México|,"19.3714480121,-99.149787426",3500000,MXN,106
house,|La Magdalena Contreras|Distrito Federal|México|,"19.307933,-99.240102",2878080,MXN,294
house,|Gustavo A. Madero|Distrito Federal|México|,"19.486041,-99.067297",2900000,MXN,250
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.420166,-99.220367",625000,USD,350
house,|Benito Juárez|Distrito Federal|México|,"23.634501,-102.552788",3900000,MXN,235
apartment,|Iztacalco|Distrito Federal|México|,"19.422243,-99.127305",1038000,MXN,69
house,|Benito Juárez|Quintana Roo|México|,"21.161908,-86.8515279",3000000,MXN,200
apartment,|Azcapotzalco|Distrito Federal|México|,"19.469418,-99.164299",1430636,MXN,85
house,|Solidaridad|Quintana Roo|México|,,1990000,USD,525
apartment,|Benito Juárez|Distrito Federal|México|,"19.387782,-99.186194",1796930,MXN,116
house,|Solidaridad|Quintana Roo|México|,"20.613448043,-87.0964579575",385000,USD,220
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.411472,-99.188522",5900000,MXN,60
house,|Coyoacán|Distrito Federal|México|,"19.311361,-99.109672",2860000,MXN,300
apartment,|Benito Juárez|Distrito Federal|México|,"19.388965,-99.171897",8700000,MXN,213
house,|Benito Juárez|Distrito Federal|México|,"19.39912,-99.141464",,,0
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.396714267,-99.2374929786",1850000,USD,400
apartment,|Xochimilco|Distrito Federal|México|,"19.262049,-99.1138",1150000,MXN,53
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.402944,-99.199727",1139400,MXN,70
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.413143,-99.2305521",995000,USD,330
house,|Gustavo A. Madero|Distrito Federal|México|,"19.534109,-99.145271",,,0
apartment,|Benito Juárez|Distrito Federal|México|,"19.379525,-99.188914",1032000,MXN,75
apartment,|Coyoacán|Distrito Federal|México|,"19.346767,-99.123658",1185000,MXN,70
house,|Benito Juárez|Distrito Federal|México|,,5740000,MXN,450
house,|Gustavo A. Madero|Distrito Federal|México|,"19.515966,-99.15581",1900000,MXN,204
apartment,|Benito Juárez|Quintana Roo|México|,"21.1612887,-86.8397009",690000,USD,130
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.451994,-99.128867",799000,MXN,23
house,|Miguel Hidalgo|Distrito Federal|México|,"19.4326577,-99.1774462",19000000,MXN,417
house,|Benito Juárez|Quintana Roo|México|,"21.192402,-86.834587",1250000,MXN,103
apartment,|Benito Juárez|Distrito Federal|México|,"19.384808,-99.137496",1301031,MXN,55
house,|Álvaro Obregón|Distrito Federal|México|,"19.340202,-99.257774",6500000,MXN,325
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.45337,-99.181695",2650000,MXN,75
house,|Venustiano Carranza|Distrito Federal|México|,"19.455979,-99.122144",510000,MXN,52
house,|Cancún|Benito Juárez|Quintana Roo|México|,"21.139086,-86.84964",1450000,MXN,128
apartment,|Benito Juárez|Distrito Federal|México|,"19.397397,-99.155802",3204800,MXN,63
apartment,|Venustiano Carranza|Distrito Federal|México|,"19.4306069,-99.0949899",2234122,MXN,62
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.341894,-99.224525",3177700,MXN,97
house,|Gustavo A. Madero|Distrito Federal|México|,"19.474582,-99.139835",2749000,MXN,270
house,|Coyoacán|Distrito Federal|México|,"23.634501,-102.552788",2860000,MXN,175
apartment,|Benito Juárez|Distrito Federal|México|,"23.634501,-102.552788",1460000,MXN,80
apartment,|Cuajimalpa de Morelos|Distrito Federal|México|,"19.3929373,-99.2633141",720000,USD,250
apartment,|Tláhuac|Distrito Federal|México|,"19.283388,-99.055038",727000,MXN,50
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.431629,-99.162762",3200000,MXN,100
apartment,|Solidaridad|Quintana Roo|México|,,445000,USD,103
apartment,|Benito Juárez|Distrito Federal|México|,"19.3864346,-99.1594925",8100000,MXN,235
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.428324,-99.176337",3325929,MXN,115
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.371342,-99.253616",1500000,USD,350
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.4445115,-99.1895493",3700000,MXN,60
house,|Miguel Hidalgo|Distrito Federal|México|,,19263333,MXN,600
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.429392,-99.181017",5950000,MXN,94
apartment,|Benito Juárez|Distrito Federal|México|,"19.394358,-99.177444",8991000,MXN,157
house,|Solidaridad|Quintana Roo|México|,"20.6227211606,-87.0993175486",2360000,MXN,0
house,|Coyoacán|Distrito Federal|México|,"19.358008,-99.127094",1922000,MXN,150
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.456145,-99.201167",1038000,MXN,70
apartment,|Tlalpan|Distrito Federal|México|,"19.2998307,-99.1111526",3364700,MXN,
house,|Benito Juárez|Quintana Roo|México|,"21.161908,-86.8515279",750000,MXN,180
apartment,|Iztapalapa|Distrito Federal|México|,"19.365156,-99.1138",1400000,MXN,0
apartment,|Tláhuac|Distrito Federal|México|,"19.2942374893,-99.0416193008",570000,MXN,
apartment,|Iztacalco|Distrito Federal|México|,"19.410307,-99.065399",896000,MXN,48
house,|Benito Juárez|Distrito Federal|México|,"19.362864,-99.173988",,,0
apartment,|Benito Juárez|Distrito Federal|México|,"19.400785,-99.147419",1800000,MXN,110
apartment,|Tlalpan|Distrito Federal|México|,"19.275206,-99.218292",6200000,MXN,137
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.4535629028,-99.182510376",1350000,MXN,0
apartment,|Benito Juárez|Distrito Federal|México|,"19.394358,-99.177444",4437500,MXN,125
house,|Xochimilco|Distrito Federal|México|,"19.2681974,-99.1307421",3180000,MXN,142
house,|Venustiano Carranza|Distrito Federal|México|,"19.444992,-99.108269",1920000,MXN,312
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.341894,-99.224525",3177700,MXN,97
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.334546,-99.207876",1439000,MXN,90
apartment,|Benito Juárez|Distrito Federal|México|,"19.370272,-99.149127",706090,MXN,85
house,|Cuauhtémoc|Distrito Federal|México|,"19.417539,-99.136296",7800000,MXN,557
apartment,|Miguel Hidalgo|Distrito Federal|México|,,2200000,USD,0
house,|Gustavo A. Madero|Distrito Federal|México|,"19.516777,-99.160149",2300000,MXN,200
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.437841,-99.220367",3200000,MXN,126
apartment,|Azcapotzalco|Distrito Federal|México|,"19.48527,-99.200287",2100000,MXN,150
apartment,|Coyoacán|Distrito Federal|México|,"19.307417,-99.125191",516235,MXN,70
house,|Álvaro Obregón|Distrito Federal|México|,"19.357464,-99.207909",14730275,MXN,429
house,|Gustavo A. Madero|Distrito Federal|México|,"19.492686,-99.097877",1785000,MXN,128
apartment,|Solidaridad|Quintana Roo|México|,"20.6167183342,-87.0924425125",145000,USD,88
apartment,|Benito Juárez|Distrito Federal|México|,"19.384808,-99.155339",1709333,MXN,75
house,|Iztapalapa|Distrito Federal|México|,,1245000,MXN,148
house,|Miguel Hidalgo|Distrito Federal|México|,"19.397059,-99.184501",962820,MXN,100
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.409095,-99.163216",4280000,MXN,75
house,|Tlalpan|Distrito Federal|México|,"19.300714,-99.12215",2860000,MXN,160
house,|Tlalpan|Distrito Federal|México|,"19.275756,-99.207832",3710000,MXN,354
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.4097609,-99.1686282",7000000,MXN,165
house,|Benito Juárez|Quintana Roo|México|,"21.1117463016,-86.7666184902",1500000,USD,450
apartment,|Gustavo A. Madero|Distrito Federal|México|,"19.473415,-99.143539",1307000,MXN,51
house,|Gustavo A. Madero|Distrito Federal|México|,"19.4669373,-99.1013994",2210000,MXN,12
house,|La Magdalena Contreras|Distrito Federal|México|,,8650000,MXN,235
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.430132,-99.169144",8350000,MXN,147
house,|Tlalpan|Distrito Federal|México|,"19.2831289,-99.2217537",12500000,MXN,0
house,|Coyoacán|Distrito Federal|México|,"19.3073525,-99.1061901",6500000,MXN,431
apartment,|Benito Juárez|Quintana Roo|México|,"21.161908,-86.8515279",5000000,MXN,180
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.44673,-99.161695",1043000,MXN,89
apartment,|Benito Juárez|Distrito Federal|México|,"19.394358,-99.177444",4300000,MXN,136
house,|Iztapalapa|Distrito Federal|México|,"19.337688,-99.059181",3125000,MXN,518
house,|Cuajimalpa de Morelos|Distrito Federal|México|,"19.364245,-99.302638",1200000,MXN,180
apartment,|Playa del Carmen|Solidaridad|Quintana Roo|México|,"20.6308744857,-87.0719714991",128000,USD,
apartment,|Coyoacán|Distrito Federal|México|,"19.354509,-99.149765",10000000,MXN,293
house,|Gustavo A. Madero|Distrito Federal|México|,"19.469688,-99.085456",1188000,MXN,106
apartment,|Gustavo A. Madero|Distrito Federal|México|,"19.5010872,-99.1230477",2694855,MXN,
house,|Xochimilco|Distrito Federal|México|,"19.28127,-99.132254",3850000,MXN,263
apartment,|Benito Juárez|Distrito Federal|México|,"19.3898619,-99.1674138",2500000,MXN,100
apartment,|Tláhuac|Distrito Federal|México|,"19.302076,-99.049427",644000,MXN,60
apartment,|Cuajimalpa de Morelos|Distrito Federal|México|,"19.392874,-99.264987",10900000,MXN,212
apartment,|Azcapotzalco|Distrito Federal|México|,"19.472155,-99.161186",1770000,MXN,69
apartment,|Benito Juárez|Distrito Federal|México|,"19.372684,-99.183678",2700000,MXN,55
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.456439,-99.144414",988880,MXN,52
house,|Coyoacán|Distrito Federal|México|,,1843000,MXN,89
apartment,|Benito Juárez|Distrito Federal|México|,"19.401507,-99.14682",1730000,MXN,200
apartment,|Cuajimalpa de Morelos|Distrito Federal|México|,"19.390415,-99.254997",700000,USD,410
apartment,|Playa del Carmen|Solidaridad|Quintana Roo|México|,"20.6295586,-87.0738851",215000,USD,51
apartment,|Playa del Carmen|Solidaridad|Quintana Roo|México|,"20.623687,-87.083843",130900,USD,33
house,|Álvaro Obregón|Distrito Federal|México|,"19.320575,-99.20929",3000000,USD,1200
apartment,|Benito Juárez|Distrito Federal|México|,"19.368475,-99.17952",3100000,MXN,90
house,|Miguel Hidalgo|Distrito Federal|México|,"19.444618,-99.181252",,,0
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.368823,-99.224603",1040667,MXN,66
apartment,|Iztapalapa|Distrito Federal|México|,"19.3549174,-99.0993735",1050000,MXN,98
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.358585,-99.185753",4279100,MXN,65
apartment,|Benito Juárez|Distrito Federal|México|,"19.3703820187,-99.1493282287",2700000,MXN,119
apartment,|Benito Juárez|Distrito Federal|México|,"19.395097,-99.150424",1008952,MXN,90
house,|Álvaro Obregón|Distrito Federal|México|,"19.365271,-99.232466",3210000,MXN,300
apartment,|Iztapalapa|Distrito Federal|México|,"19.320269,-99.055412",510000,MXN,64
house,|Cancún|Benito Juárez|Quintana Roo|México|,"21.1773896,-86.8179603",2250000,MXN,290
apartment,|Benito Juárez|Distrito Federal|México|,"19.367745,-99.180127",4000000,MXN,106
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.468092,-99.088883",1150000,MXN,65
house,|Coyoacán|Distrito Federal|México|,"19.338417,-99.156145",6780000,MXN,240
apartment,|Solidaridad|Quintana Roo|México|,,210000,USD,85
apartment,|Iztapalapa|Distrito Federal|México|,,480200,MXN,60
house,|Iztapalapa|Distrito Federal|México|,"19.325155,-99.088905",1115500,MXN,100
house,|Azcapotzalco|Distrito Federal|México|,,5840000,MXN,320
apartment,|Benito Juárez|Distrito Federal|México|,"19.3769448,-99.1651109",8700000,MXN,270
apartment,|Solidaridad|Quintana Roo|México|,"20.630901,-87.069916",127400,USD,96
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.432609,-99.1941739",866400,USD,152
house,|Miguel Hidalgo|Distrito Federal|México|,"19.402305,-99.240641",1350000,USD,700
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.405298,-99.164986",2969350,MXN,52
apartment,|Tlalpan|Distrito Federal|México|,"19.2818221685,-99.1876426712",700000,MXN,71
apartment,|Benito Juárez|Distrito Federal|México|,"19.391074,-99.165737",3030000,MXN,127
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.418844,-99.132357",390666,MXN,70
apartment,|Benito Juárez|Quintana Roo|México|,"21.161908,-86.8515279",905000,USD,550
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.4368736,-99.1973268",1215000,USD,184
apartment,|Azcapotzalco|Distrito Federal|México|,,563386,MXN,70
house,|Miguel Hidalgo|Distrito Federal|México|,"19.3818873,-99.2202827",9000000,USD,1600
house,|Álvaro Obregón|Distrito Federal|México|,"19.358585,-99.185753",9000000,MXN,307
apartment,|Benito Juárez|Quintana Roo|México|,"21.161908,-86.8515279",2900000,MXN,147
apartment,|Benito Juárez|Distrito Federal|México|,"19.3943574,-99.1774462",4380000,MXN,85
house,|Playa del Carmen|Solidaridad|Quintana Roo|México|,"20.675823245,-87.0565595777",1571000,MXN,
apartment,|Iztacalco|Distrito Federal|México|,"19.397649,-99.093087",632000,MXN,70
apartment,|Solidaridad|Quintana Roo|México|,"20.6369485603,-87.0677702129",169000,USD,68
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.408805,-99.129702",1060000,MXN,53
apartment,|Benito Juárez|Quintana Roo|México|,"21.1517157163,-86.8185353279",4996000,MXN,220
house,|Álvaro Obregón|Distrito Federal|México|,"19.33923,-99.218987",4600000,MXN,350
apartment,|Benito Juárez|Distrito Federal|México|,"23.634501,-102.552788",1784569,MXN,57
apartment,|Cuajimalpa de Morelos|Distrito Federal|México|,"19.3499358,-99.2906864",3100000,MXN,80
apartment,|Iztapalapa|Distrito Federal|México|,"19.313878,-99.094271",880000,MXN,75
apartment,|Benito Juárez|Distrito Federal|México|,"19.427922,-99.160613",5000000,MXN,110
apartment,|Benito Juárez|Distrito Federal|México|,"19.392025,-99.135302",969437,MXN,60
apartment,|Benito Juárez|Distrito Federal|México|,"19.384808,-99.155339",1709333,MXN,90
house,|Gustavo A. Madero|Distrito Federal|México|,"19.50772,-99.121305",3185000,MXN,289
apartment,|Benito Juárez|Quintana Roo|México|,,4500000,MXN,100
store,|Solidaridad|Quintana Roo|México|,"20.6148413173,-87.0929842048",128000,USD,50
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.361114,-99.222666",886666,MXN,75
house,|Gustavo A. Madero|Distrito Federal|México|,"19.50772,-99.121305",3185000,MXN,200
apartment,|Gustavo A. Madero|Distrito Federal|México|,"19.493973,-99.130394",2007000,MXN,60
apartment,|Benito Juárez|Distrito Federal|México|,"19.394073,-99.153915",3100000,MXN,100
apartment,|Cuajimalpa de Morelos|Distrito Federal|México|,"19.371342,-99.253616",6317310,MXN,110
apartment,|Álvaro Obregón|Distrito Federal|México|,,4609900,MXN,130
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.386852,-99.194748",1980000,MXN,65
house,|Gustavo A. Madero|Distrito Federal|México|,"19.546144,-99.13029",1550000,MXN,210
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.4330857,-99.2005645",892706,USD,168
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.38499,-99.227853",966666,MXN,103
house,|Azcapotzalco|Distrito Federal|México|,"19.47517,-99.152534",3972150,MXN,330
apartment,|Benito Juárez|Distrito Federal|México|,"19.3857399,-99.1519589",1950000,MXN,
apartment,|Benito Juárez|Distrito Federal|México|,"19.365528,-99.17952",7000000,MXN,330
apartment,|Playa del Carmen|Solidaridad|Quintana Roo|México|,"20.630723,-87.073113",139000,USD,125
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.3392293,-99.2189838",3550000,MXN,100
apartment,|Azcapotzalco|Distrito Federal|México|,"19.490331,-99.207579",605999,MXN,70
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.3821,-99.204573",613333,MXN,60
house,|Cuauhtémoc|Distrito Federal|México|,"19.411685,-99.166322",4721460,MXN,319
apartment,|Miguel Hidalgo|Distrito Federal|México|,,7900000,MXN,105
house,|Miguel Hidalgo|Distrito Federal|México|,"19.5462484,-99.131088",13300000,MXN,725
apartment,|Venustiano Carranza|Distrito Federal|México|,"19.422588512,-99.0956765413",775000,MXN,
house,|Miguel Hidalgo|Distrito Federal|México|,"19.405625,-99.237868",23000000,MXN,920
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.461416,-99.133163",750000,MXN,66
apartment,|Iztapalapa|Distrito Federal|México|,"19.363469,-99.010141",539000,MXN,69
apartment,|Cuajimalpa de Morelos|Distrito Federal|México|,"23.634501,-102.552788",9500000,MXN,330
apartment,|Benito Juárez|Distrito Federal|México|,"19.364005,-99.153602",1986558,MXN,60
house,|Benito Juárez|Distrito Federal|México|,"23.634501,-102.552788",11072000,MXN,150
apartment,|La Magdalena Contreras|Distrito Federal|México|,"19.3023508,-99.1679459",7105000,MXN,184
apartment,|Benito Juárez|Distrito Federal|México|,"19.3747920646,-99.137270786",3100000,MXN,99
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.440749,-99.141649",1510000,MXN,75
house,|Iztapalapa|Distrito Federal|México|,"19.346931,-99.025154",1800000,MXN,120
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.45178,-99.15709",413682,MXN,55
house,|Benito Juárez|Distrito Federal|México|,"19.381729,-99.164986",10500000,MXN,250
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.443333,-99.202983",5210000,MXN,85
apartment,|Benito Juárez|Quintana Roo|México|,"21.1902642,-86.8198375",820000,USD,283
